"fishing_fleet","gear_type","time_start","time_end","geographic_identifier","fishing_mode","species","measurement_type","measurement_unit","measurement_value","source_authority","measurement","measurement_processing_level"
"TW","O",1976-01-01,1976-12-31,"WCPO","UNK","BET","NC","t",64,"WCPFC","catch","raised"
"ID","P",1976-01-01,1976-12-31,"WCPO","UNK","BET","NC","t",51,"WCPFC","catch","raised"
"JP","P",1976-01-01,1976-12-31,"WCPO","UNK","BET","NC","t",3372,"WCPFC","catch","raised"
"PH","R",1976-01-01,1976-12-31,"WCPO","UNK","BET","NC","t",231,"WCPFC","catch","raised"
"JP","S",1976-01-01,1976-12-31,"WCPO","UNK","BET","NC","t",1306,"WCPFC","catch","raised"
"PH","S",1976-01-01,1976-12-31,"WCPO","UNK","BET","NC","t",690,"WCPFC","catch","raised"
"US","S",1976-01-01,1976-12-31,"WCPO","UNK","BET","NC","t",12,"WCPFC","catch","raised"
"JP","G",1977-01-01,1977-12-31,"WCPO","UNK","BET","NC","t",39,"WCPFC","catch","raised"
"PH","H",1977-01-01,1977-12-31,"WCPO","UNK","BET","NC","t",233,"WCPFC","catch","raised"
"PH","K",1977-01-01,1977-12-31,"WCPO","UNK","BET","NC","t",3322,"WCPFC","catch","raised"
"JP","L",1977-01-01,1977-12-31,"WCPO","UNK","BET","NC","t",45560,"WCPFC","catch","raised"
"KR","L",1977-01-01,1977-12-31,"WCPO","UNK","BET","NC","t",15978,"WCPFC","catch","raised"
"PH","L",1977-01-01,1977-12-31,"WCPO","UNK","BET","NC","t",100,"WCPFC","catch","raised"
"SB","L",1977-01-01,1977-12-31,"WCPO","UNK","BET","NC","t",34,"WCPFC","catch","raised"
"TW","L",1977-01-01,1977-12-31,"WCPO","UNK","BET","NC","t",4352,"WCPFC","catch","raised"
"US","L",1977-01-01,1977-12-31,"WCPO","UNK","BET","NC","t",225,"WCPFC","catch","raised"
"ID","O",1977-01-01,1977-12-31,"WCPO","UNK","BET","NC","t",1027,"WCPFC","catch","raised"
"JP","O",1977-01-01,1977-12-31,"WCPO","UNK","BET","NC","t",149,"WCPFC","catch","raised"
"PH","O",1977-01-01,1977-12-31,"WCPO","UNK","BET","NC","t",789,"WCPFC","catch","raised"
"TW","O",1977-01-01,1977-12-31,"WCPO","UNK","BET","NC","t",68,"WCPFC","catch","raised"
"ID","P",1977-01-01,1977-12-31,"WCPO","UNK","BET","NC","t",59,"WCPFC","catch","raised"
"JP","P",1977-01-01,1977-12-31,"WCPO","UNK","BET","NC","t",3266,"WCPFC","catch","raised"
"PH","R",1977-01-01,1977-12-31,"WCPO","UNK","BET","NC","t",327,"WCPFC","catch","raised"
"JP","S",1977-01-01,1977-12-31,"WCPO","UNK","BET","NC","t",1497,"WCPFC","catch","raised"
"PH","S",1977-01-01,1977-12-31,"WCPO","UNK","BET","NC","t",1184,"WCPFC","catch","raised"
"US","S",1977-01-01,1977-12-31,"WCPO","UNK","BET","NC","t",12,"WCPFC","catch","raised"
"JP","G",1978-01-01,1978-12-31,"WCPO","UNK","BET","NC","t",238,"WCPFC","catch","raised"
"PH","H",1978-01-01,1978-12-31,"WCPO","UNK","BET","NC","t",141,"WCPFC","catch","raised"
"PH","K",1978-01-01,1978-12-31,"WCPO","UNK","BET","NC","t",2004,"WCPFC","catch","raised"
"ID","L",1978-01-01,1978-12-31,"WCPO","UNK","BET","NC","t",232,"WCPFC","catch","raised"
"JP","L",1978-01-01,1978-12-31,"WCPO","UNK","BET","NC","t",38911,"WCPFC","catch","raised"
"KR","L",1978-01-01,1978-12-31,"WCPO","UNK","BET","NC","t",7878,"WCPFC","catch","raised"
"PH","L",1978-01-01,1978-12-31,"WCPO","UNK","BET","NC","t",59,"WCPFC","catch","raised"
"SB","L",1978-01-01,1978-12-31,"WCPO","UNK","BET","NC","t",36,"WCPFC","catch","raised"
"TW","L",1978-01-01,1978-12-31,"WCPO","UNK","BET","NC","t",3197,"WCPFC","catch","raised"
"US","L",1978-01-01,1978-12-31,"WCPO","UNK","BET","NC","t",189,"WCPFC","catch","raised"
"ID","O",1978-01-01,1978-12-31,"WCPO","UNK","BET","NC","t",823,"WCPFC","catch","raised"
"JP","O",1978-01-01,1978-12-31,"WCPO","UNK","BET","NC","t",294,"WCPFC","catch","raised"
"PH","O",1978-01-01,1978-12-31,"WCPO","UNK","BET","NC","t",683,"WCPFC","catch","raised"
"TW","O",1978-01-01,1978-12-31,"WCPO","UNK","BET","NC","t",48,"WCPFC","catch","raised"
"ID","P",1978-01-01,1978-12-31,"WCPO","UNK","BET","NC","t",116,"WCPFC","catch","raised"
"JP","P",1978-01-01,1978-12-31,"WCPO","UNK","BET","NC","t",3221,"WCPFC","catch","raised"
"PH","R",1978-01-01,1978-12-31,"WCPO","UNK","BET","NC","t",100,"WCPFC","catch","raised"
"JP","S",1978-01-01,1978-12-31,"WCPO","UNK","BET","NC","t",2360,"WCPFC","catch","raised"
"PH","S",1978-01-01,1978-12-31,"WCPO","UNK","BET","NC","t",560,"WCPFC","catch","raised"
"US","S",1978-01-01,1978-12-31,"WCPO","UNK","BET","NC","t",12,"WCPFC","catch","raised"
"JP","G",1979-01-01,1979-12-31,"WCPO","UNK","BET","NC","t",118,"WCPFC","catch","raised"
"PH","H",1979-01-01,1979-12-31,"WCPO","UNK","BET","NC","t",181,"WCPFC","catch","raised"
"PH","K",1979-01-01,1979-12-31,"WCPO","UNK","BET","NC","t",2569,"WCPFC","catch","raised"
"ID","L",1979-01-01,1979-12-31,"WCPO","UNK","BET","NC","t",243,"WCPFC","catch","raised"
"JP","L",1979-01-01,1979-12-31,"WCPO","UNK","BET","NC","t",41018,"WCPFC","catch","raised"
"KR","L",1979-01-01,1979-12-31,"WCPO","UNK","BET","NC","t",12448,"WCPFC","catch","raised"
"PH","L",1979-01-01,1979-12-31,"WCPO","UNK","BET","NC","t",78,"WCPFC","catch","raised"
"SB","L",1979-01-01,1979-12-31,"WCPO","UNK","BET","NC","t",86,"WCPFC","catch","raised"
"TW","L",1979-01-01,1979-12-31,"WCPO","UNK","BET","NC","t",3309,"WCPFC","catch","raised"
"US","L",1979-01-01,1979-12-31,"WCPO","UNK","BET","NC","t",137,"WCPFC","catch","raised"
"ID","O",1979-01-01,1979-12-31,"WCPO","UNK","BET","NC","t",1148,"WCPFC","catch","raised"
"JP","O",1979-01-01,1979-12-31,"WCPO","UNK","BET","NC","t",182,"WCPFC","catch","raised"
"PH","O",1979-01-01,1979-12-31,"WCPO","UNK","BET","NC","t",404,"WCPFC","catch","raised"
"TW","O",1979-01-01,1979-12-31,"WCPO","UNK","BET","NC","t",13,"WCPFC","catch","raised"
"ID","P",1979-01-01,1979-12-31,"WCPO","UNK","BET","NC","t",191,"WCPFC","catch","raised"
"JP","P",1979-01-01,1979-12-31,"WCPO","UNK","BET","NC","t",2349,"WCPFC","catch","raised"
"PH","R",1979-01-01,1979-12-31,"WCPO","UNK","BET","NC","t",351,"WCPFC","catch","raised"
"JP","S",1979-01-01,1979-12-31,"WCPO","UNK","BET","NC","t",2459,"WCPFC","catch","raised"
"PH","S",1979-01-01,1979-12-31,"WCPO","UNK","BET","NC","t",718,"WCPFC","catch","raised"
"US","S",1979-01-01,1979-12-31,"WCPO","UNK","BET","NC","t",37,"WCPFC","catch","raised"
"JP","G",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",46,"WCPFC","catch","raised"
"PH","H",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",165,"WCPFC","catch","raised"
"PH","K",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",2349,"WCPFC","catch","raised"
"ID","L",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",807,"WCPFC","catch","raised"
"JP","L",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",38896,"WCPFC","catch","raised"
"KR","L",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",13106,"WCPFC","catch","raised"
"PH","L",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",101,"WCPFC","catch","raised"
"SB","L",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",98,"WCPFC","catch","raised"
"TW","L",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",4208,"WCPFC","catch","raised"
"US","L",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",17,"WCPFC","catch","raised"
"ID","O",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",684,"WCPFC","catch","raised"
"JP","O",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",67,"WCPFC","catch","raised"
"PH","O",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",345,"WCPFC","catch","raised"
"TW","O",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",7,"WCPFC","catch","raised"
"ID","P",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",865,"WCPFC","catch","raised"
"JP","P",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",2051,"WCPFC","catch","raised"
"PH","R",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",423,"WCPFC","catch","raised"
"ID","S",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",68,"WCPFC","catch","raised"
"JP","S",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",2929,"WCPFC","catch","raised"
"KR","S",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",30,"WCPFC","catch","raised"
"PH","S",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",660,"WCPFC","catch","raised"
"SB","S",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",56,"WCPFC","catch","raised"
"US","S",1980-01-01,1980-12-31,"WCPO","UNK","BET","NC","t",73,"WCPFC","catch","raised"
"JP","G",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",110,"WCPFC","catch","raised"
"PH","H",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",182,"WCPFC","catch","raised"
"PH","K",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",2592,"WCPFC","catch","raised"
"ID","L",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",922,"WCPFC","catch","raised"
"JP","L",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",31183,"WCPFC","catch","raised"
"KR","L",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",7838,"WCPFC","catch","raised"
"PH","L",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",139,"WCPFC","catch","raised"
"SB","L",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",25,"WCPFC","catch","raised"
"TW","L",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",2148,"WCPFC","catch","raised"
"US","L",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",76,"WCPFC","catch","raised"
"ID","O",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",905,"WCPFC","catch","raised"
"JP","O",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",41,"WCPFC","catch","raised"
"PH","O",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",413,"WCPFC","catch","raised"
"TW","O",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",1,"WCPFC","catch","raised"
"ID","P",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",988,"WCPFC","catch","raised"
"JP","P",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",2394,"WCPFC","catch","raised"
"PH","R",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",380,"WCPFC","catch","raised"
"ID","S",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",273,"WCPFC","catch","raised"
"JP","S",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",5844,"WCPFC","catch","raised"
"KR","S",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",159,"WCPFC","catch","raised"
"PH","S",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",1664,"WCPFC","catch","raised"
"SB","S",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",168,"WCPFC","catch","raised"
"US","S",1981-01-01,1981-12-31,"WCPO","UNK","BET","NC","t",3648,"WCPFC","catch","raised"
"JP","G",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",120,"WCPFC","catch","raised"
"PH","H",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",168,"WCPFC","catch","raised"
"PH","K",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",2397,"WCPFC","catch","raised"
"ID","L",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",1002,"WCPFC","catch","raised"
"JP","L",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",35779,"WCPFC","catch","raised"
"KR","L",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",6988,"WCPFC","catch","raised"
"PH","L",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",163,"WCPFC","catch","raised"
"SB","L",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",24,"WCPFC","catch","raised"
"TO","L",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",18,"WCPFC","catch","raised"
"TW","L",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",1549,"WCPFC","catch","raised"
"US","L",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",373,"WCPFC","catch","raised"
"ID","O",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",1006,"WCPFC","catch","raised"
"JP","O",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",52,"WCPFC","catch","raised"
"PH","O",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",262,"WCPFC","catch","raised"
"ID","P",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",1074,"WCPFC","catch","raised"
"JP","P",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",3919,"WCPFC","catch","raised"
"PH","R",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",137,"WCPFC","catch","raised"
"ID","S",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",296,"WCPFC","catch","raised"
"JP","S",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",8766,"WCPFC","catch","raised"
"KR","S",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",1081,"WCPFC","catch","raised"
"PH","S",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",1950,"WCPFC","catch","raised"
"SB","S",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",181,"WCPFC","catch","raised"
"US","S",1982-01-01,1982-12-31,"WCPO","UNK","BET","NC","t",6743,"WCPFC","catch","raised"
"JP","G",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",87,"WCPFC","catch","raised"
"PH","H",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",183,"WCPFC","catch","raised"
"PH","K",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",2603,"WCPFC","catch","raised"
"ID","L",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",1131,"WCPFC","catch","raised"
"JP","L",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",33238,"WCPFC","catch","raised"
"KR","L",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",5923,"WCPFC","catch","raised"
"NC","L",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",1,"WCPFC","catch","raised"
"PH","L",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",243,"WCPFC","catch","raised"
"SB","L",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",34,"WCPFC","catch","raised"
"TO","L",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",17,"WCPFC","catch","raised"
"TW","L",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",1400,"WCPFC","catch","raised"
"US","L",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",466,"WCPFC","catch","raised"
"ID","O",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",908,"WCPFC","catch","raised"
"JP","O",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",47,"WCPFC","catch","raised"
"PH","O",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",538,"WCPFC","catch","raised"
"TW","O",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",5,"WCPFC","catch","raised"
"ID","P",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",1212,"WCPFC","catch","raised"
"JP","P",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",3865,"WCPFC","catch","raised"
"PH","R",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",333,"WCPFC","catch","raised"
"ID","S",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",470,"WCPFC","catch","raised"
"JP","S",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",7518,"WCPFC","catch","raised"
"KR","S",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",1016,"WCPFC","catch","raised"
"NZ","S",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",65,"WCPFC","catch","raised"
"PH","S",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",2198,"WCPFC","catch","raised"
"SB","S",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",317,"WCPFC","catch","raised"
"TW","S",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",899,"WCPFC","catch","raised"
"US","S",1983-01-01,1983-12-31,"WCPO","UNK","BET","NC","t",14281,"WCPFC","catch","raised"
"JP","G",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",84,"WCPFC","catch","raised"
"ID","H",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",88,"WCPFC","catch","raised"
"PH","H",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",175,"WCPFC","catch","raised"
"PH","K",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",2491,"WCPFC","catch","raised"
"ID","L",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",1231,"WCPFC","catch","raised"
"JP","L",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",36698,"WCPFC","catch","raised"
"KR","L",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",7086,"WCPFC","catch","raised"
"NC","L",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",10,"WCPFC","catch","raised"
"PH","L",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",110,"WCPFC","catch","raised"
"SB","L",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",57,"WCPFC","catch","raised"
"TO","L",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",28,"WCPFC","catch","raised"
"TW","L",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",1760,"WCPFC","catch","raised"
"US","L",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",536,"WCPFC","catch","raised"
"ID","O",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",1374,"WCPFC","catch","raised"
"JP","O",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",48,"WCPFC","catch","raised"
"PH","O",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",365,"WCPFC","catch","raised"
"ID","P",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",1320,"WCPFC","catch","raised"
"JP","P",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",3237,"WCPFC","catch","raised"
"PH","R",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",422,"WCPFC","catch","raised"
"EP","S",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",572,"WCPFC","catch","raised"
"ID","S",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",512,"WCPFC","catch","raised"
"JP","S",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",7976,"WCPFC","catch","raised"
"KR","S",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",939,"WCPFC","catch","raised"
"NZ","S",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",62,"WCPFC","catch","raised"
"PH","S",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",2285,"WCPFC","catch","raised"
"SB","S",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",108,"WCPFC","catch","raised"
"TW","S",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",1699,"WCPFC","catch","raised"
"US","S",1984-01-01,1984-12-31,"WCPO","UNK","BET","NC","t",12915,"WCPFC","catch","raised"
"JP","G",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",117,"WCPFC","catch","raised"
"ID","H",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",96,"WCPFC","catch","raised"
"PH","H",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",201,"WCPFC","catch","raised"
"PH","K",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",2852,"WCPFC","catch","raised"
"ID","L",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",1340,"WCPFC","catch","raised"
"JP","L",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",37965,"WCPFC","catch","raised"
"KR","L",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",10022,"WCPFC","catch","raised"
"NC","L",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",17,"WCPFC","catch","raised"
"PH","L",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",156,"WCPFC","catch","raised"
"SB","L",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",46,"WCPFC","catch","raised"
"TO","L",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",15,"WCPFC","catch","raised"
"TW","L",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",2287,"WCPFC","catch","raised"
"US","L",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",606,"WCPFC","catch","raised"
"ID","O",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",1585,"WCPFC","catch","raised"
"JP","O",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",101,"WCPFC","catch","raised"
"PH","O",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",538,"WCPFC","catch","raised"
"TW","O",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",70,"WCPFC","catch","raised"
"ID","P",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",1437,"WCPFC","catch","raised"
"JP","P",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",4092,"WCPFC","catch","raised"
"PH","R",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",615,"WCPFC","catch","raised"
"ID","S",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",430,"WCPFC","catch","raised"
"JP","S",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",8271,"WCPFC","catch","raised"
"KR","S",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",585,"WCPFC","catch","raised"
"NZ","S",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",63,"WCPFC","catch","raised"
"PH","S",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",2687,"WCPFC","catch","raised"
"SB","S",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",183,"WCPFC","catch","raised"
"TW","S",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",2035,"WCPFC","catch","raised"
"US","S",1985-01-01,1985-12-31,"WCPO","UNK","BET","NC","t",5921,"WCPFC","catch","raised"
"JP","G",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",150,"WCPFC","catch","raised"
"ID","H",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",100,"WCPFC","catch","raised"
"PH","H",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",204,"WCPFC","catch","raised"
"PH","K",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",2908,"WCPFC","catch","raised"
"AU","L",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",1,"WCPFC","catch","raised"
"ID","L",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",1395,"WCPFC","catch","raised"
"JP","L",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",34346,"WCPFC","catch","raised"
"KR","L",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",10156,"WCPFC","catch","raised"
"NC","L",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",19,"WCPFC","catch","raised"
"PH","L",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",207,"WCPFC","catch","raised"
"TO","L",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",12,"WCPFC","catch","raised"
"TW","L",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",1114,"WCPFC","catch","raised"
"US","L",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",676,"WCPFC","catch","raised"
"ID","O",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",2055,"WCPFC","catch","raised"
"JP","O",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",87,"WCPFC","catch","raised"
"PH","O",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",332,"WCPFC","catch","raised"
"TW","O",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",20,"WCPFC","catch","raised"
"ID","P",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",1496,"WCPFC","catch","raised"
"JP","P",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",2637,"WCPFC","catch","raised"
"PH","R",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",490,"WCPFC","catch","raised"
"ID","S",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",580,"WCPFC","catch","raised"
"JP","S",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",12804,"WCPFC","catch","raised"
"KR","S",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",2128,"WCPFC","catch","raised"
"PH","S",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",2759,"WCPFC","catch","raised"
"SB","S",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",150,"WCPFC","catch","raised"
"TW","S",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",4142,"WCPFC","catch","raised"
"US","S",1986-01-01,1986-12-31,"WCPO","UNK","BET","NC","t",7549,"WCPFC","catch","raised"
"JP","G",1987-01-01,1987-12-31,"WCPO","UNK","BET","NC","t",83,"WCPFC","catch","raised"
"ID","H",1987-01-01,1987-12-31,"WCPO","UNK","BET","NC","t",113,"WCPFC","catch","raised"
"PH","H",1987-01-01,1987-12-31,"WCPO","UNK","BET","NC","t",149,"WCPFC","catch","raised"
"PH","K",1987-01-01,1987-12-31,"WCPO","UNK","BET","NC","t",2122,"WCPFC","catch","raised"
"AU","L",1987-01-01,1987-12-31,"WCPO","UNK","BET","NC","t",64,"WCPFC","catch","raised"
"ID","L",1987-01-01,1987-12-31,"WCPO","UNK","BET","NC","t",1586,"WCPFC","catch","raised"
"JP","L",1987-01-01,1987-12-31,"WCPO","UNK","BET","NC","t",42452,"WCPFC","catch","raised"
"KR","L",1987-01-01,1987-12-31,"WCPO","UNK","BET","NC","t",13586,"WCPFC","catch","raised"
"NC","L",1987-01-01,1987-12-31,"WCPO","UNK","BET","NC","t",37,"WCPFC","catch","raised"
"PH","L",1987-01-01,1987-12-31,"WCPO","UNK","BET","NC","t",325,"WCPFC","catch","raised"
